"Age","Sex","Country","2020"
"80 - 84","Both sexes","Portugal",350661
"80 - 84","Both sexes","Republic of Moldova",40047
"80 - 84","Both sexes","Romania",519570
"80 - 84","Both sexes","Russian Federation",..
"80 - 84","Both sexes","San Marino",1025
"80 - 84","Both sexes","Serbia",186575
"80 - 84","Both sexes","Slovakia",102572
"80 - 84","Both sexes","Slovenia",60541
"80 - 84","Both sexes","Spain",1295495
"80 - 84","Both sexes","Sweden",277040
"80 - 84","Both sexes","Switzerland",225799
"80 - 84","Both sexes","Tajikistan",..
"80 - 84","Both sexes","Turkiye",839464
"80 - 84","Both sexes","Turkmenistan",..
"80 - 84","Both sexes","Ukraine",1198676
"80 - 84","Both sexes","United Kingdom",..
"80 - 84","Both sexes","United States",6155000
"80 - 84","Both sexes","Uzbekistan",149705
"80 - 84","Female","UNECE-56",..
"80 - 84","Female","European Union-27",..
"80 - 84","Female","Euro area-20",..
"80 - 84","Female","Eurasian Economic Union (EAEU)",..
"80 - 84","Female","EECCA",..
"80 - 84","Female","CIS-11",..
"80 - 84","Female","North America-2",..
"80 - 84","Female","Western Balkans-6",..
"80 - 84","Female","Albania",30186
"80 - 84","Female","Andorra",..
"80 - 84","Female","Armenia",39661
"80 - 84","Female","Austria",153622
"80 - 84","Female","Azerbaijan",52569
"80 - 84","Female","Belarus",162648
"80 - 84","Female","Belgium",186987
"80 - 84","Female","Bosnia and Herzegovina",50338
"80 - 84","Female","Bulgaria",123875
"80 - 84","Female","Canada",452519
"80 - 84","Female","Croatia",82516
"80 - 84","Female","Cyprus",11026
"80 - 84","Female","Czechia",151056
"80 - 84","Female","Denmark",84952
"80 - 84","Female","Estonia",30478
"80 - 84","Female","Finland",95855
"80 - 84","Female","France",1099065
"80 - 84","Female","Georgia",61551
"80 - 84","Female","Germany",1961087
"80 - 84","Female","Greece",229446
"80 - 84","Female","Hungary",165211
"80 - 84","Female","Iceland",3306
"80 - 84","Female","Ireland",50001
"80 - 84","Female","Israel",59939
"80 - 84","Female","Italy",1312797
"80 - 84","Female","Kazakhstan",..
"80 - 84","Female","Kyrgyzstan",25642
"80 - 84","Female","Latvia",46944
"80 - 84","Female","Liechtenstein",494
"80 - 84","Female","Lithuania",64174
"80 - 84","Female","Luxembourg",7456
"80 - 84","Female","Malta",6993
"80 - 84","Female","Monaco",..
"80 - 84","Female","Montenegro",7807
"80 - 84","Female","Netherlands",250028
"80 - 84","Female","North Macedonia",20089
"80 - 84","Female","Norway",65415
"80 - 84","Female","Poland",575589
"80 - 84","Female","Portugal",213545
"80 - 84","Female","Republic of Moldova",27611
"80 - 84","Female","Romania",335551
"80 - 84","Female","Russian Federation",..
"80 - 84","Female","San Marino",570
"80 - 84","Female","Serbia",113398
"80 - 84","Female","Slovakia",69075
"80 - 84","Female","Slovenia",37243
"80 - 84","Female","Spain",768255
"80 - 84","Female","Sweden",153283
"80 - 84","Female","Switzerland",130243
"80 - 84","Female","Tajikistan",..
"80 - 84","Female","Turkiye",507715
"80 - 84","Female","Turkmenistan",..
"80 - 84","Female","Ukraine",863900
"80 - 84","Female","United Kingdom",..
"80 - 84","Female","United States",3524582
"80 - 84","Female","Uzbekistan",89003
"80 - 84","Male","UNECE-56",..
"80 - 84","Male","European Union-27",..
"80 - 84","Male","Euro area-20",..
"80 - 84","Male","Eurasian Economic Union (EAEU)",..
"80 - 84","Male","EECCA",..
"80 - 84","Male","CIS-11",..
"80 - 84","Male","North America-2",..
"80 - 84","Male","Western Balkans-6",..
"80 - 84","Male","Albania",26737
"80 - 84","Male","Andorra",..
"80 - 84","Male","Armenia",21781
"80 - 84","Male","Austria",109361
"80 - 84","Male","Azerbaijan",34599
"80 - 84","Male","Belarus",54347
"80 - 84","Male","Belgium",131675
"80 - 84","Male","Bosnia and Herzegovina",31279
"80 - 84","Male","Bulgaria",67735
"80 - 84","Male","Canada",360224
"80 - 84","Male","Croatia",46382
"80 - 84","Male","Cyprus",8576
"80 - 84","Male","Czechia",88260
"80 - 84","Male","Denmark",66384
"80 - 84","Male","Estonia",12329
"80 - 84","Male","Finland",65072
"80 - 84","Male","France",765558
"80 - 84","Male","Georgia",29697
"80 - 84","Male","Germany",1401304
"80 - 84","Male","Greece",162974
"80 - 84","Male","Hungary",76580
"80 - 84","Male","Iceland",2885
"80 - 84","Male","Ireland",40487
"80 - 84","Male","Israel",83162
"80 - 84","Male","Italy",941952
"80 - 84","Male","Kazakhstan",..
"80 - 84","Male","Kyrgyzstan",13189
"80 - 84","Male","Latvia",17941
"80 - 84","Male","Liechtenstein",375
"80 - 84","Male","Lithuania",26219
"80 - 84","Male","Luxembourg",5269
"80 - 84","Male","Malta",5061
"80 - 84","Male","Monaco",..
"80 - 84","Male","Montenegro",5070
"80 - 84","Male","Netherlands",192561
"80 - 84","Male","North Macedonia",14328
"80 - 84","Male","Norway",50916
"80 - 84","Male","Poland",294348
"80 - 84","Male","Portugal",137116
"80 - 84","Male","Republic of Moldova",12437
"80 - 84","Male","Romania",184018
"80 - 84","Male","Russian Federation",..
"80 - 84","Male","San Marino",454
"80 - 84","Male","Serbia",73177
"80 - 84","Male","Slovakia",33497
"80 - 84","Male","Slovenia",23298
"80 - 84","Male","Spain",527239
"80 - 84","Male","Sweden",123756
"80 - 84","Male","Switzerland",95556
"80 - 84","Male","Tajikistan",..
"80 - 84","Male","Turkiye",331749
"80 - 84","Male","Turkmenistan",..
"80 - 84","Male","Ukraine",334776
"80 - 84","Male","United Kingdom",..
"80 - 84","Male","United States",2630418
"80 - 84","Male","Uzbekistan",60702
"85 - 89","Both sexes","UNECE-56",..
"85 - 89","Both sexes","European Union-27",..
"85 - 89","Both sexes","Euro area-20",..
"85 - 89","Both sexes","Eurasian Economic Union (EAEU)",..
"85 - 89","Both sexes","EECCA",..
"85 - 89","Both sexes","CIS-11",..
"85 - 89","Both sexes","North America-2",..
"85 - 89","Both sexes","Western Balkans-6",..
"85 - 89","Both sexes","Albania",..
"85 - 89","Both sexes","Andorra",..
"85 - 89","Both sexes","Armenia",..
"85 - 89","Both sexes","Austria",141841
"85 - 89","Both sexes","Azerbaijan",33827
"85 - 89","Both sexes","Belarus",..
"85 - 89","Both sexes","Belgium",215316
"85 - 89","Both sexes","Bosnia and Herzegovina",35309
"85 - 89","Both sexes","Bulgaria",108347
"85 - 89","Both sexes","Canada",519941
"85 - 89","Both sexes","Croatia",69915
"85 - 89","Both sexes","Cyprus",10183
"85 - 89","Both sexes","Czechia",140539
"85 - 89","Both sexes","Denmark",80636
"85 - 89","Both sexes","Estonia",23313
"85 - 89","Both sexes","Finland",97484
"85 - 89","Both sexes","France",1370493
"85 - 89","Both sexes","Georgia",..
"85 - 89","Both sexes","Germany",1613024
"85 - 89","Both sexes","Greece",245800
"85 - 89","Both sexes","Hungary",133149
"85 - 89","Both sexes","Iceland",4113
"85 - 89","Both sexes","Ireland",50416
"85 - 89","Both sexes","Israel",80991
"85 - 89","Both sexes","Italy",1396363
"85 - 89","Both sexes","Kazakhstan",..
"85 - 89","Both sexes","Kyrgyzstan",15102
"85 - 89","Both sexes","Latvia",32153
"85 - 89","Both sexes","Liechtenstein",472
"85 - 89","Both sexes","Lithuania",51802
"85 - 89","Both sexes","Luxembourg",7934
"85 - 89","Both sexes","Malta",6753
"85 - 89","Both sexes","Monaco",..
"85 - 89","Both sexes","Montenegro",..
"85 - 89","Both sexes","Netherlands",257005
"85 - 89","Both sexes","North Macedonia",14870
"85 - 89","Both sexes","Norway",71563
"85 - 89","Both sexes","Poland",539224
"85 - 89","Both sexes","Portugal",226438
"85 - 89","Both sexes","Republic of Moldova",..
"85 - 89","Both sexes","Romania",274175
"85 - 89","Both sexes","Russian Federation",..
"85 - 89","Both sexes","San Marino",663
"85 - 89","Both sexes","Serbia",94987
"85 - 89","Both sexes","Slovakia",56634
"85 - 89","Both sexes","Slovenia",36634
"85 - 89","Both sexes","Spain",999235
"85 - 89","Both sexes","Sweden",163501
"85 - 89","Both sexes","Switzerland",146726
"85 - 89","Both sexes","Tajikistan",..
"85 - 89","Both sexes","Turkiye",482079
"85 - 89","Both sexes","Turkmenistan",..
"85 - 89","Both sexes","Ukraine",424637
"85 - 89","Both sexes","United Kingdom",..
"85 - 89","Both sexes","United States",3544857
"85 - 89","Both sexes","Uzbekistan",..
"85 - 89","Female","UNECE-56",..
"85 - 89","Female","European Union-27",..
"85 - 89","Female","Euro area-20",..
"85 - 89","Female","Eurasian Economic Union (EAEU)",..
"85 - 89","Female","EECCA",..
"85 - 89","Female","CIS-11",..
"85 - 89","Female","North America-2",..
"85 - 89","Female","Western Balkans-6",..
"85 - 89","Female","Albania",..
"85 - 89","Female","Andorra",..
"85 - 89","Female","Armenia",..
"85 - 89","Female","Austria",90671
"85 - 89","Female","Azerbaijan",20720
"85 - 89","Female","Belarus",..
"85 - 89","Female","Belgium",137068
"85 - 89","Female","Bosnia and Herzegovina",22696
"85 - 89","Female","Bulgaria",72030
"85 - 89","Female","Canada",309936
"85 - 89","Female","Croatia",48206
"85 - 89","Female","Cyprus",6153
"85 - 89","Female","Czechia",95085
"85 - 89","Female","Denmark",49210
"85 - 89","Female","Estonia",17626
"85 - 89","Female","Finland",63166
"85 - 89","Female","France",884010
"85 - 89","Female","Georgia",..
"85 - 89","Female","Germany",1020037
"85 - 89","Female","Greece",147009
"85 - 89","Female","Hungary",95144
"85 - 89","Female","Iceland",2386
"85 - 89","Female","Ireland",29878
"85 - 89","Female","Israel",31897
"85 - 89","Female","Italy",885852
"85 - 89","Female","Kazakhstan",..
"85 - 89","Female","Kyrgyzstan",10280
"85 - 89","Female","Latvia",24647
"85 - 89","Female","Liechtenstein",299
"85 - 89","Female","Lithuania",38559
"85 - 89","Female","Luxembourg",5047
"85 - 89","Female","Malta",4339
"85 - 89","Female","Monaco",..
"85 - 89","Female","Montenegro",..
"85 - 89","Female","Netherlands",160706
"85 - 89","Female","North Macedonia",9078
"85 - 89","Female","Norway",44030
"85 - 89","Female","Poland",378596
"85 - 89","Female","Portugal",147198
"85 - 89","Female","Republic of Moldova",..
"85 - 89","Female","Romania",181112
"85 - 89","Female","Russian Federation",..
"85 - 89","Female","San Marino",403
"85 - 89","Female","Serbia",59300
"85 - 89","Female","Slovakia",40051
"85 - 89","Female","Slovenia",25171
"85 - 89","Female","Spain",632548
"85 - 89","Female","Sweden",99157
"85 - 89","Female","Switzerland",91509
"85 - 89","Female","Tajikistan",..
"85 - 89","Female","Turkiye",296844
"85 - 89","Female","Turkmenistan",..
"85 - 89","Female","Ukraine",309880
"85 - 89","Female","United Kingdom",..
"85 - 89","Female","United States",2177730
"85 - 89","Female","Uzbekistan",..
"85 - 89","Male","UNECE-56",..
"85 - 89","Male","European Union-27",..
"85 - 89","Male","Euro area-20",..
"85 - 89","Male","Eurasian Economic Union (EAEU)",..
"85 - 89","Male","EECCA",..
"85 - 89","Male","CIS-11",..
"85 - 89","Male","North America-2",..
"85 - 89","Male","Western Balkans-6",..
"85 - 89","Male","Albania",..
"85 - 89","Male","Andorra",..
"85 - 89","Male","Armenia",..
"85 - 89","Male","Austria",51169
"85 - 89","Male","Azerbaijan",13107
"85 - 89","Male","Belarus",..
"85 - 89","Male","Belgium",78248
"85 - 89","Male","Bosnia and Herzegovina",12613
"85 - 89","Male","Bulgaria",36317
"85 - 89","Male","Canada",210005
"85 - 89","Male","Croatia",21708
"85 - 89","Male","Cyprus",4030
"85 - 89","Male","Czechia",45454
"85 - 89","Male","Denmark",31426
"85 - 89","Male","Estonia",5686
"85 - 89","Male","Finland",34318
"85 - 89","Male","France",486483
"85 - 89","Male","Georgia",..
"85 - 89","Male","Germany",592987
"85 - 89","Male","Greece",98791
"85 - 89","Male","Hungary",38005
"85 - 89","Male","Iceland",1726
"85 - 89","Male","Ireland",20538
"85 - 89","Male","Israel",49094
"85 - 89","Male","Italy",510511
"85 - 89","Male","Kazakhstan",..
"85 - 89","Male","Kyrgyzstan",4822
"85 - 89","Male","Latvia",7506
"85 - 89","Male","Liechtenstein",173
"85 - 89","Male","Lithuania",13243
"85 - 89","Male","Luxembourg",2886
"85 - 89","Male","Malta",2413
"85 - 89","Male","Monaco",..
"85 - 89","Male","Montenegro",..
"85 - 89","Male","Netherlands",96299
"85 - 89","Male","North Macedonia",5792
"85 - 89","Male","Norway",27533
"85 - 89","Male","Poland",160628
"85 - 89","Male","Portugal",79240
"85 - 89","Male","Republic of Moldova",..
"85 - 89","Male","Romania",93063
"85 - 89","Male","Russian Federation",..
"85 - 89","Male","San Marino",260
"85 - 89","Male","Serbia",35687
"85 - 89","Male","Slovakia",16583
"85 - 89","Male","Slovenia",11462
"85 - 89","Male","Spain",366687
"85 - 89","Male","Sweden",64344
"85 - 89","Male","Switzerland",55216
"85 - 89","Male","Tajikistan",..
"85 - 89","Male","Turkiye",185235
"85 - 89","Male","Turkmenistan",..
"85 - 89","Male","Ukraine",114757
"85 - 89","Male","United Kingdom",..
"85 - 89","Male","United States",1367127
"85 - 89","Male","Uzbekistan",..
"90 - 94","Both sexes","UNECE-56",..
"90 - 94","Both sexes","European Union-27",..
"90 - 94","Both sexes","Euro area-20",..
"90 - 94","Both sexes","Eurasian Economic Union (EAEU)",..
"90 - 94","Both sexes","EECCA",..
"90 - 94","Both sexes","CIS-11",..
"90 - 94","Both sexes","North America-2",..
"90 - 94","Both sexes","Western Balkans-6",..
"90 - 94","Both sexes","Albania",..
"90 - 94","Both sexes","Andorra",..
"90 - 94","Both sexes","Armenia",..
"90 - 94","Both sexes","Austria",65694
"90 - 94","Both sexes","Azerbaijan",8755
"90 - 94","Both sexes","Belarus",..
"90 - 94","Both sexes","Belgium",93698
"90 - 94","Both sexes","Bosnia and Herzegovina",8977
"90 - 94","Both sexes","Bulgaria",31883
"90 - 94","Both sexes","Canada",250128
"90 - 94","Both sexes","Croatia",21033
"90 - 94","Both sexes","Cyprus",3296
"90 - 94","Both sexes","Czechia",53396
"90 - 94","Both sexes","Denmark",34772
"90 - 94","Both sexes","Estonia",9942
"90 - 94","Both sexes","Finland",44429
"90 - 94","Both sexes","France",679176
"90 - 94","Both sexes","Georgia",..
"90 - 94","Both sexes","Germany",664633
"90 - 94","Both sexes","Greece",98289
"90 - 94","Both sexes","Hungary",50420
"90 - 94","Both sexes","Iceland",1939
"90 - 94","Both sexes","Ireland",22843
"90 - 94","Both sexes","Israel",37150
"90 - 94","Both sexes","Italy",623009
"90 - 94","Both sexes","Kazakhstan",..
"90 - 94","Both sexes","Kyrgyzstan",8436
"90 - 94","Both sexes","Latvia",12729
"90 - 94","Both sexes","Liechtenstein",184
"90 - 94","Both sexes","Lithuania",18907
"90 - 94","Both sexes","Luxembourg",3501
"90 - 94","Both sexes","Malta",2475
"90 - 94","Both sexes","Monaco",..
"90 - 94","Both sexes","Montenegro",..
"90 - 94","Both sexes","Netherlands",104083
"90 - 94","Both sexes","North Macedonia",2864
"90 - 94","Both sexes","Norway",34746
"90 - 94","Both sexes","Poland",217661
"90 - 94","Both sexes","Portugal",83740
"90 - 94","Both sexes","Republic of Moldova",..
"90 - 94","Both sexes","Romania",100690
"90 - 94","Both sexes","Russian Federation",..
"90 - 94","Both sexes","San Marino",300
"90 - 94","Both sexes","Serbia",31474
"90 - 94","Both sexes","Slovakia",20712
"90 - 94","Both sexes","Slovenia",14494
"90 - 94","Both sexes","Spain",444491
"90 - 94","Both sexes","Sweden",76510
"90 - 94","Both sexes","Switzerland",65330
"90 - 94","Both sexes","Tajikistan",..
"90 - 94","Both sexes","Turkiye",..
"90 - 94","Both sexes","Turkmenistan",..
"90 - 94","Both sexes","Ukraine",209975
"90 - 94","Both sexes","United Kingdom",..
"90 - 94","Both sexes","United States",1793532
"90 - 94","Both sexes","Uzbekistan",..
"90 - 94","Female","UNECE-56",..
"90 - 94","Female","European Union-27",..
"90 - 94","Female","Euro area-20",..
"90 - 94","Female","Eurasian Economic Union (EAEU)",..
"90 - 94","Female","EECCA",..
"90 - 94","Female","CIS-11",..
"90 - 94","Female","North America-2",..
"90 - 94","Female","Western Balkans-6",..
"90 - 94","Female","Albania",..
"90 - 94","Female","Andorra",..
"90 - 94","Female","Armenia",..
"90 - 94","Female","Austria",46070
"90 - 94","Female","Azerbaijan",5618
"90 - 94","Female","Belarus",..
"90 - 94","Female","Belgium",65947
"90 - 94","Female","Bosnia and Herzegovina",5925
"90 - 94","Female","Bulgaria",21853
"90 - 94","Female","Canada",165148
"90 - 94","Female","Croatia",15502
"90 - 94","Female","Cyprus",1973
"90 - 94","Female","Czechia",38819
"90 - 94","Female","Denmark",23848
"90 - 94","Female","Estonia",7980
"90 - 94","Female","Finland",32202
"90 - 94","Female","France",485353
"90 - 94","Female","Georgia",..
"90 - 94","Female","Germany",468856
"90 - 94","Female","Greece",58098
"90 - 94","Female","Hungary",37766
"90 - 94","Female","Iceland",1246
"90 - 94","Female","Ireland",15086
"90 - 94","Female","Israel",13230
"90 - 94","Female","Italy",440347
"90 - 94","Female","Kazakhstan",..
"90 - 94","Female","Kyrgyzstan",5305
"90 - 94","Female","Latvia",10228
"90 - 94","Female","Liechtenstein",130
"90 - 94","Female","Lithuania",14713
"90 - 94","Female","Luxembourg",2441
"90 - 94","Female","Malta",1691
"90 - 94","Female","Monaco",..
"90 - 94","Female","Montenegro",..
"90 - 94","Female","Netherlands",72660
"90 - 94","Female","North Macedonia",1936
"90 - 94","Female","Norway",23649
"90 - 94","Female","Poland",162523
"90 - 94","Female","Portugal",60699
"90 - 94","Female","Republic of Moldova",..
"90 - 94","Female","Romania",67107
"90 - 94","Female","Russian Federation",..
"90 - 94","Female","San Marino",201
"90 - 94","Female","Serbia",19934
"90 - 94","Female","Slovakia",15447
"90 - 94","Female","Slovenia",11021
"90 - 94","Female","Spain",306143
"90 - 94","Female","Sweden",51797
"90 - 94","Female","Switzerland",45235
"90 - 94","Female","Tajikistan",..
"90 - 94","Female","Turkiye",..
"90 - 94","Female","Turkmenistan",..
"90 - 94","Female","Ukraine",158530
"90 - 94","Female","United Kingdom",..
"90 - 94","Female","United States",1184602
"90 - 94","Female","Uzbekistan",..
"90 - 94","Male","UNECE-56",..
"90 - 94","Male","European Union-27",..
"90 - 94","Male","Euro area-20",..
"90 - 94","Male","Eurasian Economic Union (EAEU)",..
"90 - 94","Male","EECCA",..
"90 - 94","Male","CIS-11",..
"90 - 94","Male","North America-2",..
"90 - 94","Male","Western Balkans-6",..
"90 - 94","Male","Albania",..
"90 - 94","Male","Andorra",..
"90 - 94","Male","Armenia",..
"90 - 94","Male","Austria",19624
"90 - 94","Male","Azerbaijan",3137
"90 - 94","Male","Belarus",..
"90 - 94","Male","Belgium",27751
"90 - 94","Male","Bosnia and Herzegovina",3052
"90 - 94","Male","Bulgaria",10030
"90 - 94","Male","Canada",84980
"90 - 94","Male","Croatia",5531
"90 - 94","Male","Cyprus",1323
"90 - 94","Male","Czechia",14577
"90 - 94","Male","Denmark",10924
"90 - 94","Male","Estonia",1962
"90 - 94","Male","Finland",12226
"90 - 94","Male","France",193823
"90 - 94","Male","Georgia",..
"90 - 94","Male","Germany",195777
"90 - 94","Male","Greece",40191
"90 - 94","Male","Hungary",12653
"90 - 94","Male","Iceland",692
